Webpage,Organization,Camp Name,Camp Description,Start Age,End Age,Start Grade,End Grade,Start Date,End Date,Start Time,End Time,Pre/After Care,Registration,Cost,Location,City,Notes
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 7,7/27 9 AM - 7/31 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,7/27/2026,7/31/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Explorers Camp Week 7,7/27 9 AM - 7/31 4 PM (9 AM - 4 PM),8,14,3,8,7/27/2026,7/31/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 7,7/27 9 AM - 7/31 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,7/27/2026,7/31/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Advanced MTB Camp Week 8,8/3 9 AM - 8/7 4 PM (9 AM - 4 PM),10,14,5,8,8/3/2026,8/7/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$425,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 8,8/3 9 AM - 8/7 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,8/3/2026,8/7/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Explorers Camp Week 8,8/3 9 AM - 8/7 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,14,3,8,8/3/2026,8/7/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 8,8/3 9 AM - 8/6 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,8/3/2026,8/7/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 9,8/10 9 AM - 8/14 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,8/10/2026,8/14/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 9,8/10 9 AM - 8/14 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,8/10/2026,8/14/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Explorers Camp Week 9,8/10 9 AM - 8/14 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,14,3,8,8/10/2026,8/14/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 9,8/10 9 AM - 8/14 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,8/10/2026,8/14/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://www.vtchamp.org/,CHAMP - Champlain Adaptive Mounted Program,,,6,18,1,12,,,,,,2025 dates not available online,,57 East Shore Road,South Hero,
https://www.charlotteequestriancenter.com/summer-camp-2021,Charlotte Equestrian Center-Horse Camp,,,5,18,K,12,,,09:00 AM,02:00 PM,,?,$400,,Charlotte,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",5,6,K,K,8/10/2026,8/14/2026,08:30 AM,12:30 PM,,,$250,142 Kindness Court,South Burlington,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",10,12,5,6,7/6/2026,7/10/2026,08:30 AM,03:00 PM,,,$390,,,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",10,12,5,6,7/13/2026,7/17/2026,08:30 AM,03:00 PM,,,$390,,,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",7,9,2,3,7/20/2026,7/24/2026,08:30 AM,03:00 PM,,,$390,,,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",7,9,2,3,7/27/2026,7/31/2026,08:30 AM,03:00 PM,,,$390,,,
https://www.hsccvt.org/Camp-Paw-Paw,Chittenden Humane Society,Camp Paw Paw,"Camp Paw Paw offers a unique learning experience for children who share one thing in common: their love for animals. During camp, children will learn about a wide variety of topics including: proper pet care, shelter medicine, animal safety, homeless animals in our community, animal-related careers, HSCC’s mission, and much more!",7,9,2,3,8/3/2026,8/7/2026,08:30 AM,03:00 PM,,,$390,,,
https://cksvt.org/summer-saplings-camps,Christ the King Saplings Camp,,,8,14,3,8,,,,,,,$375,136 Locust Street,Burlington,
http://www.smirkus.org/,Circus Smirkus,All Levels Circus Camp,"Live your best circus life at Smirkus Camp in a session designed for campers of all skill levels, ages 8 to 16.

Our All Level sessions are open to anyone interested in the magic and fun of circus, whether you are training at a circus school in your home community or this is your first time trying circus.",8,16,3,10,,,,,,,"$1,795",,,
http://www.smirkus.org/,Circus Smirkus,Smirkling for a Day,"mirkling Camp is designed for first-time campers ages 5 to 12, and is a great introduction to the circus arts for all the aspiring clowns and acrobats in your house!

Smirklings, as we call our young performers, will experience the fun of Smirkus learning, and get a taste of what our longer camp sessions have to offer.

The fun will include the magical feeling of hanging upside-down on a trapeze, balancing spinning plates, walking on a giant globe, and will give a general introduction to the circus arts skills we teach at Smirkus Camp.",5,12,K,6,,,,,,,$495,,Greensboro,
https://secure.rec1.com/VT/colchester-vt/catalog/index/f202d123a877ad26c6c9853456771dc0?filter=c2VhcmNoPSZhZ2VHcm91cCU1QjUlNUQ9MQ==,Colchester Parks & Recreation Department,,,Grades 1+,,,,,,,,,February 7 for non-residents,,,Colchester,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"Guppies - Full-day or half-day camps for the youngest of sailors, filled with sailing basics and age-appropriate outdoor ecology. Campers will engage in dynamic on-land activities and enjoy sailing aboard our keelboats. Ages 6-7.",6,7,1,1,6/22/2026,6/26/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"Guppies - Full-day or half-day camps for the youngest of sailors, filled with sailing basics and age-appropriate outdoor ecology. Campers will engage in dynamic on-land activities and enjoy sailing aboard our keelboats. Ages 6-7.",6,7,1,1,7/6/2026,7/10/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"Guppies - Full-day or half-day camps for the youngest of sailors, filled with sailing basics and age-appropriate outdoor ecology. Campers will engage in dynamic on-land activities and enjoy sailing aboard our keelboats. Ages 6-7.",6,7,1,1,7/13/2026,7/17/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Artful Guppies,"In Artful Guppies, campers will learn to sail while creating artwork inspired by the lakeshore and the many creatures that live in and around the water. Guided by experienced art teachers, campers will explore different painting styles, including acrylics and watercolors, and experiment with additional mediums through mixed media projects that encourage creativity and self-expression. Upon arrival each day, campers will hop aboard our keelboats and set sail with Community Sailing Center instructors, blending art and adventure on the lake. Community Partner: Burlington Paint & Sip Studio Ages 6-7",6,7,1,1,7/20/2026,7/24/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$580,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Gumby Guppies,"Our Gumby Guppies will enjoy a fun-filled day combining yoga and sailing! In partnership with GROW Prenatal and Family Yoga Center, campers will start the day on the water, learning the fundamentals of sailing aboard our 23-foot keelboats. Afternoons are spent exploring the basics of yoga, both on land and while balancing on paddleboards, for a playful and active camp experience. Community Partner: GROW Prenatal and Family Yoga Center Ages: 6 - 7",6,7,1,1,7/27/2026,7/31/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$580,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Gumby Guppies,"Our Gumby Guppies will enjoy a fun-filled day combining yoga and sailing! In partnership with GROW Prenatal and Family Yoga Center, campers will start the day on the water, learning the fundamentals of sailing aboard our 23-foot keelboats. Afternoons are spent exploring the basics of yoga, both on land and while balancing on paddleboards, for a playful and active camp experience. Community Partner: GROW Prenatal and Family Yoga Center Ages: 6 - 7",6,7,1,1,8/3/2026,8/7/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$580,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"This full-day or half-day camp is designed especially for our youngest sailors, blending beginner sailing skills with age-appropriate outdoor ecology. Campers will enjoy hands-on activities on land and experience the excitement of sailing aboard our keelboats, making it a fun and engaging week on and off the water. Ages 6-7",6,7,1,1,8/10/2026,8/14/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"This full-day or half-day camp is designed especially for our youngest sailors, blending beginner sailing skills with age-appropriate outdoor ecology. Campers will enjoy hands-on activities on land and experience the excitement of sailing aboard our keelboats, making it a fun and engaging week on and off the water. Ages 6-8",6,7,1,1,8/17/2026,8/21/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://communitysailingcenter.org/youth-camps/,Community Sailing Center,Sailing Camps - Little Guppies,"This full-day or half-day camp is designed especially for our youngest sailors, blending beginner sailing skills with age-appropriate outdoor ecology. Campers will enjoy hands-on activities on land and experience the excitement of sailing aboard our keelboats, making it a fun and engaging week on and off the water. Ages 6-9",6,7,1,1,8/24/2026,8/28/2026,09:00 AM,04:00 PM,yes,"Lottery registration will be open January 8–12, and entering is a simple one-step process",$595,505 Lake Street,Burlington,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,6/29/2026,7/3/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,7/6/2026,7/10/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,7/13/2026,7/17/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,7/20/2026,7/24/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,7/27/2026,7/31/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,8/3/2026,8/7/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,8/10/2026,8/14/2026,,,,,$265,,Montreal,
https://cosmodome.org/camps/,Cosmodôme Space Camp,,Montreal,6,13,1,7,8/17/2026,8/21/2026,,,,,$265,,Montreal,
https://crowspath.org/programs/youth/preschool/preschool-summer/,Crow Path,,,3,5,,,,,,,,,"Week long camps: 1 full week of camp: $400
Full summer enrollment
2 days per week (TTh): $1,360 for summer (9 weeks)
3 days per week (MWF): $2,080 for summer (9 weeks)
5 days per week (M-F): $3,440 for summer (9 weeks)",,,
https://davisstudiovt.com/summer-camps-at-a-glance-2025/,Davis Studio,,,Grades 1-9,,,,,,,,,Enrollment is Open now,$415,"916 Shelburne Road South Burlington, VT 05403 (Offsite Vermont Commons School 75 Green Mountain Dr, So. Burlington, VT 05403)",South Burlington,
https://www.dunkleysgymnasticscamp.com/,Dunkley's Gymnastics Camp,Dunkleys Gymnastics Camp (Overnight),"Dunkleys is a small family style, gymnastics camp. With only 50 campers per session, each gymnast is challenged, whether beginner or advanced USAG Level 9! There is a camper/counselor ratio of 5/1 or less during work out sessions. Camp offers one, two or multiple week sessions for Girls, from June 14th until August 14th, with 2 co-ed Weeks 5 & 6 (Special Boys Programming: Gymnastics/Ninja challenges/martial arts.) The Dunkley Camp Adventure strives to instill the values and life skills of: living simply, loving generously, caring deeply and giving fully…. with an emphasis on character building, skill building and fun!",7,17,2,11,,,,,,,,,,
https://www.echovermont.org/events-programs/camps/,ECHO,Animal Superpowers,Animal Superpowers,6,9,1,3,6/22/2026,6/26/2026,,,,"January 28 - Feb 3 Lottery. Lottery notifications sent Feb 4, lottery recipients have 48 hours to buy summer camp spot",$400 Member $440 Nonmember,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Science Loves Art,"Calling creative campers! Experiment with color, light, physics, and chemistry to create awesome artwork and dynamic designs. During this week at ECHO, campers will curate their own science art show.",6,9,1,3,6/29/2026,7/3/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Junior Paleontologists,"Join us at ECHO this summer for a prehistoric adventure as we travel back in time to explore the amazing world of dinosaurs, fossils, and rocks. Through hands-on excavations, rock collecting, and fossil casting, campers will learn about the incredible creatures and forces that shaped our world.",6,9,1,3,7/6/2026,7/10/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Animal Superpowers,"oin us at ECHO this summer and discover the superpowers of the animal kingdom! Campers will explore extraordinary adaptations like invisibility, super strength, sonic speed, and night vision. Prepare for a week of exploration, imagination, and real-world science as we celebrate the amazing “heroes” living right in our own backyards!",6,9,1,3,7/13/2026,7/17/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Science Loves Art,"Calling creative campers! Experiment with color, light, physics, and chemistry to create awesome artwork and dynamic designs. During this week at ECHO, campers will curate their own science art show.",6,9,1,3,7/20/2026,7/24/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Junior Paleontologists,"Join us at ECHO this summer for a prehistoric adventure as we travel back in time to explore the amazing world of dinosaurs, fossils, and rocks. Through hands-on excavations, rock collecting, and fossil casting, campers will learn about the incredible creatures and forces that shaped our world.",6,9,1,3,7/27/2026,7/31/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Science Loves Art,"Calling creative campers! Experiment with color, light, physics, and chemistry to create awesome artwork and dynamic designs. During this week at ECHO, campers will curate their own science art show.",6,9,1,3,8/3/2026,8/7/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Animal Superpowers,"oin us at ECHO this summer and discover the superpowers of the animal kingdom! Campers will explore extraordinary adaptations like invisibility, super strength, sonic speed, and night vision. Prepare for a week of exploration, imagination, and real-world science as we celebrate the amazing “heroes” living right in our own backyards!",6,9,1,3,8/10/2026,8/14/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Junior Paleontologists,"Join us at ECHO this summer for a prehistoric adventure as we travel back in time to explore the amazing world of dinosaurs, fossils, and rocks. Through hands-on excavations, rock collecting, and fossil casting, campers will learn about the incredible creatures and forces that shaped our world.",6,9,1,3,8/17/2026,8/21/2026,,,,,,1 College St.,Burlington,
https://www.echovermont.org/events-programs/camps/,ECHO,Science Loves Art,"Calling creative campers! Experiment with color, light, physics, and chemistry to create awesome artwork and dynamic designs. During this week at ECHO, campers will curate their own science art show.",6,9,1,3,8/24/2026,8/28/2026,,,,"Camp registration will take place over the course of three weeks beginning Wednesday, January 15. Wednesday, January 15
Camp applications open for ECHO Members. 
Note: Your application serves as your “ticket” for the registration lottery – and does not guarantee a spot in camp. 

Wednesday, January 22
Applications close.

Wednesday, January 29
Lottery acceptances notified via email.
Waitlist opens for ECHO Members not offered spots in camp. 

Wednesday, February 5
Deadline for accepted families to claim their camp registration.
Unclaimed spots begin filling from the waitlist.
Waitlist opens for non-members.",,1 College St.,Burlington,
https://www.ecoexplorersvt.org/,Eco Explorers Vermont,,"Connecting kids to nature and farms in Burlington, Vermont.",,,,,,,,,,,,(570) 470-2635,South Burlington,
https://www.erinlongworthvt.com/blog/2024/01/03/elph-summer-camp-2019,ELPH Summer Camp,,,5+,,,,,,,,,Now,"$125 deposit is required
$450 per week
2 weeks for $400 per week
3 or more weeks $385 per week (must be paid in full at time of sign up)
Single Camp days $115",25 Bernier Rd,Milton,
,Enchantment Camps ,,,7-18,,,,,,,,,,,,,
https://www.ejrp.org/school-age-childcare/summer-full-day-camps,Essex Junction Parks & Recreation Department,,,,,,,,,,,,,,,,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 1,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,6/22/2026,6/26/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 2,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,6/29/2026,7/3/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 2,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,7/6/2026,7/10/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 3,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,7/13/2026,7/17/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 3,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,7/20/2026,7/24/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 4,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,7/27/2026,7/31/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.farmandwilderness.org/camps/barn-day-camp,Farm & Wilderness,Barn Day Camp - Session 4,"Barn Day is about taking time for the simple pleasures. We provide a safety-first environment where kids can be kids, learning, discovering and thriving.

Campers are provided with a cubby to store their backpack, lunchbox, a change of clothes, and projects they want to bring home from camp.

Campers bring their own lunch and are provided snacks.  Many of these delicious snacks have ingredients from our own farms!",4,10,,4,8/3/2026,8/7/2026,09:00 AM,04:00 PM,,,"Family Financial Resources        Estimated Family Contribution
$25,000 or less   $300
$25,000 - $50,000        $340
$50,000 - $75,000        $440
$75,000 - $100,000        $460 - $770
$100,000 - $125,000        $770 - $1,000
$125,000 - $150,000        $1,000 - $1,400",,Plymouth,
https://www.bewilder-vt.com/,First Roots - Wild Roots,,"First Roots Wild Roots is a nature-based early education program with centers in Hinesburg and Underhill, Vermont. We believe in play-based, outdoor experiences that are appropriate to each child's developmental level.",,,,,,,,,,,,,,
https://www.flynnvt.org/Education/Classes,Flynn Center,,,6-18,,,,,,,,,2/1/25,,153 Main Street,Burlington,
https://www.flynnvt.org/Education/Classes,Flynn Center,,,,,,,,,,,,,,,,
http://dancefootworks.tripod.com/,Footworks Studio of Dance,,,,,,,,,,,,,,,Milton,
https://www.fullstride.com/,Full Stride Summer Hockey Camp,,,,,,,,,,,,,,,South Burlington,
http://dancefusion802.com/,Fusion 802,,,4,18,,12,,,,,,Now,$185,,South Burlington,
https://futureeinsteinsvt.weebly.com/,Future Einsteins,,,,,,,,,,,,,,,,
https://www.ganisraelvt.com/,Gan Isreal,,,6-12,,,,,,,,,,$375,,Burlington,
https://generatorvt.com/youth-programs/,Generator Makerspace,D&D Summer Camp #1,Generator’s Dungeons & Dragons maker program is a 5 day maker camp that is everything D&D!,9,12,4,6,6/22/2026,6/26/2026,09:00 AM,03:00 PM,,,$450,,,
https://generatorvt.com/youth-programs/,Generator Makerspace,D&D Summer Camp #2,"Dungeons & Dragons Summer Camp #2 — 5 Days, Mon-Fri, July 6-10, 9am-3pm",9,12,4,6,7/6/2026,7/10/2026,09:00 AM,03:00 PM,,,$450,,,
https://generatorvt.com/youth-programs/,Generator Makerspace,PinBox 3000 Summer Camp #1,"Become an expert at designing tabletop pinball games with PinBox 3000! Campers will design, build, electrify, paint, and play their games with the help of our lead instructor Syd and our collaborative team of designers and makers.",9,12,4,6,7/20/2026,7/24/2026,09:00 AM,03:00 PM,,,$450,,,
https://generatorvt.com/youth-programs/,Generator Makerspace,PinBox 3000 Summer Camp #2,"Become an expert at designing tabletop pinball games with PinBox 3000! Campers will design, build, electrify, paint, and play their games with the help of our lead instructor Syd and our collaborative team of designers and makers.",9,12,4,6,7/27/2026,7/31/2026,09:00 AM,03:00 PM,,,$450,,,
https://www.girlscoutsgwm.org/,Girl Scouts Camp Fansworth,,,,,,,,,,,,,,,Thetford,
https://www.girlscoutsgwm.org/,Girl Scouts Twin Hills Day Camp,,,6+,,,,,,,,,,,,Richmond,
https://www.gonzoshdsports.com/,Gonzos HD Sports,,,,,,,,,,,,,,,,
