"Provider ID","Provider Case","Provider Name","License ID","Current License Start Date","Current License End Date","License Type","Provider Program Type","Address 1","Address 2","Provider Town","Zip Code","Phone Number","Email Address","County","AHS District","Total Licensed Capacity","Infant Licensed Capacity","Toddler Licensed Capacity","Preschool Licensed Capacity","School Age Licensed Capacity","Special Services Status","Provider Referral Status","Current STARS Level","Reported Food Program Participation","Accreditation","Accreditation Start Date","Accreditation End Date","Reported Infant Vacancies","Reported Toddler Vacancies","Reported Preschool Vacancies","Reported School Age Vacancies","Special Schedule","Usual Program Start","Usual Program End","Prequalified Prekindgarten Program","Prequalified Prekindgarten Start Date","Prequalified Prekindgarten End Date"
"463333","421672","Sensations in Learning, A Next Generation School","89977","12/31/2023","12/26/2026","Licensed Provider","CBCCPP","135 Talcott Rd",,"Williston","05468","8603725958","mbelles@nextgenerationvt.com","Chittenden","BDO","58","12","22","23","1","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 17 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3282","2346","Spring Hill School","1416","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","63 Spring Hill Road",,"Waitsfield","05673","8024962139","shskira@madriver.com","Washington","MDO","27","0","0","27","0","Yes","Active","5 Star","No","NAEYC","03/01/2023","04/01/2028","0","0","0","0","School Year Only","7:45:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"454731","412656","Turn to Joy at the Annex","87977","06/01/2025","05/27/2028","Licensed Provider","CBCCPP","81 Allen Road",,"Grand Isle","05486","8028818596","learnmore@turntojoy.com","Grand Isle","ADO","30","0","6","22","2","Yes","Active","3 Star","No",,,,"0","0","4","4",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Aug 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"141890","91201","Williston Enrichment Center","41871","11/19/2023","11/14/2026","Licensed Provider","CBCCPP","82 Winter Sport Lane",,"Williston","05495","8028469402","kara@willistonenrichmentcenter.com","Chittenden","BDO","59","20","15","20","4","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"165533","108051","Beattie, Kelsey","47494","09/07/2025","09/02/2028","Registered Home","Registered FCCH","997 County Road",,"Windsor","05089","8026744043","kelseyhingston@yahoo.com","Windsor","SDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0","In-Service Days","7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3532","2521","Blake, Apryl","M01-036","03/26/2023","03/21/2026","Registered Home","Registered FCCH","227 Cemetery Road",,"Weathersfield","05089","8029529309","jablake6@comcast.net","Windsor","SDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0",,"6:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3522","2513","Boudro, Sherry","V00-301","01/25/2026","01/20/2029","Registered Home","Registered FCCH","121 Ascutney Street",,"Windsor","05089","8023560161","sherbear64@gmail.com","Windsor","SDO","10","2","2","2","4","Yes","Active","5 Star","No",,,,"0","0","0","0","In-Service Days","7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Apr 03 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2980","2115","Caring Community Preschool, Inc.","1223","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","449 Route 244",,"Thetford","05058","8023339352","caringcommunity@myfairpoint.net","Orange","HDO","20","0","0","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","11:30:00 AM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"436065","395835","Chester Community Preschool","85574","10/22/2023","10/17/2026","Licensed Provider","CBCCPP","42 Maple St",,"Chester","05143","8024600144","jfarashahi@sevca.org","Windsor","SDO","34","0","0","34","0","Yes","Active","5 Star","Yes",,,,"0","0","5","0",,,,"Prequalified PreK Program - Privately Operated","2024 Mar 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4553","3318","Claflin, Joey","V04-227","10/05/2025","09/30/2028","Registered Home","Registered FCCH","66 Carley Road",,"Springfield","05156","8028861583","jolt_freak69@yahoo.com","Windsor","SDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Jun 09 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"3822","2733","Cole, Holly","V02-483","01/28/2024","01/23/2027","Registered Home","Registered FCCH","375 River Street",,"Springfield","05156","8028863376","hollyshugsnkisses2012@gmail.com","Windsor","SDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","1","1",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"247814","411607","Fluharty, Katerina","88180","08/10/2025","08/05/2028","Registered Home","Registered FCCH","39 Upper Bartonsville Road",,"Chester","05143","6032096832","Katie@naturespointpreschool.com","Windsor","SDO","10","2","2","2","4","No","Active","4 Star","Yes",,,,"0","0","0","0",,,,"Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3041","2159","Grammar School Preschool, The","1262","01/11/2026","01/06/2029","Licensed Provider","CBCCPP","69 Hickory Ridge Road South",,"Putney","05346","8023875364","jessica@thegrammarschool.org","Windham","LDO","26","0","10","16","0","Yes","Active","4 Star","No",,,,"0","5","0","0","School Year Only","8:30:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Mar 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"2273","1625","Hartland Cooperative Nursery School Inc.","135","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","19 Route 12","Recreation Center Route 12","Hartland","05048","8024362580","hcsnjen@gmail.com","Windsor","HDO","30","0","0","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 09 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"163726","106906","Little Feet Children's Center","49016","02/12/2023","02/07/2026","Licensed Provider","CBCCPP","385 Rte 113",,"Thetford","05043","8027854600","littlefeetchildrenscenter@yahoo.com","Orange","HDO","18","4","4","7","3","Yes","Active","4 Star","No",,,,"1","1","1","0",,"7:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3421","394831","Lovell, Sara","84974","07/16/2023","07/11/2026","Registered Home","Registered FCCH","100 Parker Road",,"Westminster","05158","8022891900","littlewolvesnurseryschool@gmail.com","Windham","LDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:00:00 PM","Prequalified PreK Program - Privately Operated","2026 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"2664","1880","Norwich Nursery School, Inc.","925","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","312 Main Street","PO Box 126","Norwich","05055","8026491804","hillary@norwichnurseryschool.org","Windsor","HDO","18","0","0","18","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:15:00 AM","11:15:00 AM","Prequalified PreK Program - Privately Operated","2024 Jan 09 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"8954","28854","Otis, Staci","19576","11/02/2025","10/28/2028","Registered Home","Registered FCCH","140 Fairground Heights",,"Springfield","05156","8028853029","stacijo12@yahoo.com","Windsor","SDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","2","0","0","In-Service Days","7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2023 Jun 08 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"467014","425652","Perkinsville Preschool and Childcare LLC","91298","05/18/2025","05/13/2028","Licensed Provider","Licensed FCCH","4393 VT 131",,"Weathersfield","05151","8023695126","perkinsvillepc@gmail.com","Windsor","SDO","12","4","4","4","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Privately Operated","2025 Jul 07 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3460","2469","Pine Street Preschool","1513","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","15 Pine Street",,"Springfield","05156","8024601285","jfarashahi@sevca.org","Windsor","SDO","34","0","0","34","0","Yes","Active","5 Star","No",,,,"0","0","9","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3098","105445","Playworks Child Center","46396","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","80 Jack and Jill Lane",,"Springfield","05150","8028865242","tori.middleton@sapcc-vt.org","Windsor","SDO","49","16","13","20","0","Yes","Active","5 Star","Yes",,,,"2","0","0","0",,"6:00:00 AM","6:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Oct 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2826","1996","Saxtons River Montessori School, Inc.","1068","12/14/2025","12/09/2028","Licensed Provider","CBCCPP","14 Westminster Street",,"Rockingham","05154","8028693349","maeve@srmontessori.org","Windham","SDO","21","0","0","16","5","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:30:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"223714","151693","Suzy's Little Peanuts Day School LLC -Springfield","62254","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","132 Chester Road",,"Springfield","05156","8028857899","suzyc98@gmail.com","Windsor","SDO","45","12","10","19","4","Yes","Active","5 Star","No",,,,"4","5","0","0",,"7:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 May 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"223197","151329","Suzys Little Peanuts Day School, LLC  II","62474","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","5075 Rte 5","Unit A, Box 122","Weathersfield","05030","8026744134","slpprek@gmail.com","Windsor","SDO","45","8","10","19","8","Yes","Active","5 Star","No","NAEYC","02/01/2022","02/01/2027","1","1","6","8",,"6:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"456551","414217","The Pumpkin Patch at The Putney Place","89656","09/10/2023","09/05/2026","Licensed Provider","CBCCPP","27 Patel Way",,"Putney","05346","8025799337","katy@putneyplace.com","Windham","LDO","59","9","15","25","10","Yes","Active","4 Star","No",,,,"1","3",,,,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Oct 31 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2436","1727","Timson Hill Preschool","776","12/14/2025","12/09/2028","Licensed Provider","CBCCPP","13 Timson Hill Road",,"Newfane","05362","8023486319","director@timsonhill.org","Windham","LDO","15","0","0","15","0","Yes","Active","5 Star","No",,,,"0","0","2","0","School Year Only","8:30:00 AM","3:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2243","1602","Treehouse Children's School","89","11/01/2025","10/28/2028","Licensed Provider","CBCCPP","75 Montshire Road",,"Norwich","05055","8026491403","lisa@childcarenorwich.org","Windsor","HDO","55","8","15","32","0","Yes","Active","5 Star","No",,,,"0","3","0","0",,"8:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4159","2995","Upper Valley Waldorf School","1749","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","80 Bluff Road",,"Hartford","05059","8022962496","daphanemitlo@uvws.org","Windsor","HDO","59","0","0","59","0","Yes","Active","4 Star","No",,,,"0","0","0","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3851","2758","Village Early Learning Center, Inc.","1661","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","24 Main Street",,"Rockingham","05154","8028695437","velcsaxtonsriver@gmail.com","Windham","SDO","22","0","10","12","0","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:15:00 AM","5:15:00 PM","Prequalified PreK Program - Privately Operated","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3337","2382","WSESD @ Westminster Head Start, - Westminster","1444","03/12/2023","03/07/2026","Licensed Provider","CBCCPP","54 Buck Drive",,"Westminster","05158","8027229813","sjmuratori@wsesdvt.org","Windham","LDO","16","0","0","16","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 18 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"226022","153347","Windsor Early Childhood Education Center","62715","12/14/2025","12/09/2028","Licensed Provider","CBCCPP","20 Bridge St",,"Windsor","05089","8026749654","wececdirector@gmail.com","Windsor","SDO","29","4","6","19","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 May 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"164828","107640","World of Discovery Inc d/b/a World of Discovery III","47205","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","307 South Street",,"Springfield","05156","8028858380","corinawood@gmail.com","Windsor","SDO","28","4","4","18","2","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"272457","198133","ABC & LOL Child Care Center & Preschool","74094","11/30/2025","11/25/2028","Licensed Provider","CBCCPP","1448 Memorial Drive",,"St Johnsbury","05819","8024732772","hhudsonabc@yahoo.com","Caledonia","JDO","100","24","33","30","13","Yes","Active","5 Star","Yes",,,,"0","6","1","0",,"6:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2023 Feb 22 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"445195","404806","ABC Little Sprouts","86398","09/11/2024","05/29/2027","Licensed Provider","CBCCPP","1422 Memorial Drive",,"St Johnsbury","05819","8024732772","hhudsonabc@yahoo.com","Caledonia","JDO","50","8","10","32","0","Yes","Active","5 Star","No",,,,"0","0","0",,,"6:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 17 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"256507","183366","Balch Nature School At Fairbanks Museum & Planetarium","72464","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","60 Charles Street",,"St Johnsbury","05819","8027482372","ldrouin@fairbanksmuseum.org","Caledonia","JDO","15","0","0","15","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Jun 30 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"68476","238891","Bollman, Amber","77774","03/10/2024","03/06/2027","Registered Home","Registered FCCH","435 Gaskell Hill Road",,"Burke","05871","8022749122","abollman88@gmail.com","Caledonia","JDO","10","2","2","2","4","Yes","Inactive","4 Star","Yes",,,,"0","1","0","0",,"7:15:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Oct 12 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"447115","406328","Gilman Child and Family Development Program","86876","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","2720 River Rd",,"Lunenburg","05904","8028925997","lforcier@nekcavt.org","Essex","JDO","18","0","0","18","0","Yes","Active","5 Star","No",,,,"0","0","2","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"456966","414704","Helping Hands Childcare and Preschool","89058","01/25/2026","01/20/2029","Licensed Provider","Licensed FCCH","84 Canusa Avenue",,"Derby","05823","8028735028","blessedbe2008@gmail.com","Orleans","NDO","12","3","3","3","3","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:00:00 AM","4:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Feb 07 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"2489","1767","Island Pond Child & Family Development Program","839","01/25/2026","01/20/2029","Licensed Provider","CBCCPP","36 Cross Street",,"Brighton","05846","8027236231","lforcier@nekcavt.org","Essex","NDO","26","0","0","26","0","Yes","Active","5 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"267820","194431","Kids of the Kingdom on the Hill","73714","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","71 Depot Hill Rd",,"St Johnsbury","05819","8027480818","megbunnell@yahoo.com","Caledonia","JDO","45","16","10","15","4","Yes","Active","4 Star","Yes",,,,"2","2","5","1",,"6:45:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2023 Sep 28 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"455002","412888","Kingdom Montessori at Thaddeus Stevens School","88317","06/29/2025","06/24/2028","Licensed Provider","CBCCPP","638 Vermont 114",,"Burke","05832","8027519213","ebollman@tsschool.net","Caledonia","JDO","12","0","0","12","0","No","Inactive","3 Star","No",,,,"0","0","5","0","School Year Only","7:45:00 AM","3:45:00 AM","Prequalified PreK Program - Privately Operated","2026 Feb 09 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"67281","31836","Little Dippers Doodle Children's Center","20857","05/07/2023","05/02/2026","Licensed Provider","CBCCPP","1198 Industrial Parkway",,"St Johnsbury","05819","8027483226","betsdavisbailey@yahoo.com","Caledonia","JDO","150","24","20","50","56","Yes","Active","5 Star","No",,,,"0","4","6","0","In-Service Days","5:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"469124","427950","Little Explorer's Child Care Center","91481","07/27/2025","07/22/2028","Licensed Provider","Licensed FCCH","379 Hale Road",,"Waterford","05819","8025357584","taylorbrink2024@gmail.com","Caledonia","JDO","12","4","2","4","2","No","Active","5 Star","Yes",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Oct 23 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3176","2263","Lyndonville Child and Family Development  Program","1298","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","1913 Lynburke Road",,"Lyndon","05851","8025253362","lforcier@nekcavt.org","Caledonia","JDO","17","0","0","17","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 21 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3262","2330","Macie, Lynn","V99-143","04/09/2023","04/04/2026","Registered Home","Registered FCCH","350 Tobyne Road",,"Lunenburg","05906","8028925351","learningatlynnies@gmail.com","Essex","JDO","10","2","2","2","4","Yes","Active","5 Star","No",,,,"0","0","0","0","In-Service Days","7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2873","2034","My Second Home","1120","11/30/2025","11/25/2028","Licensed Provider","Licensed FCCH","462 Lake Morey Road",,"Bradford","05033","8022224236","petermerisal@gmail.com","Orange","HDO","12","0","0","12","0","Yes","Active","5 Star","No",,,,"0","0","0","0","In-Service Days","7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Dec 09 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"455667","413443","NEK Little Ones","88116","06/15/2025","06/10/2028","Licensed Provider","CBCCPP","26 School Road",,"Holland","05830","8026737905","four.bees@live.com","Orleans","NDO","20","0","0","19","1","Yes","Active","4 Star","No",,,,,,,,,,,"Prequalified PreK Program - Privately Operated","2025 Aug 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3279","2344","Play & Learn Daycare and Preschool Center","1413","07/30/2023","07/25/2026","Licensed Provider","CBCCPP","203 Deer Run Lane",,"Lyndon","05851","8026268993","playlearnday@gmail.com","Caledonia","JDO","43","4","9","13","17","Yes","Active","5 Star","No",,,,"0","0","0","0",,"6:30:00 AM","5:15:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"464600","423105","Stay & Play Childcare Center","90398","06/25/2024","05/29/2027","Licensed Provider","CBCCPP","256 Charles Street",,"Lyndon","05851","8025356952","ashley.l.bickford@gmail.com","Caledonia","JDO","49","8","8","20","13","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,,,"Prequalified PreK Program - Privately Operated","2025 Oct 02 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"256804","183622","The Riverside Preschool","71835","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","30 Lily Pond Road",,"Lyndon","05851","8026268552","mckenna.earl@theriversideschool.org","Caledonia","JDO","15","0","0","15","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","4:15:00 AM","Prequalified PreK Program - Privately Operated","2023 Jun 09 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"390420","346031","VCP Children's Center","84294","02/12/2023","02/07/2026","Licensed Provider","CBCCPP","551 Lower Plain",,"Bradford","05033","8022229208","lisa@vcpreschool.net","Orange","HDO","41","8","8","20","5","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Jun 08 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"193970","127177","Watch Them Grow Newbury","56034","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","214 Pulaski Street",,"Newbury","05051","8028665621","kristin@watchthemgrowchildcare.org","Orange","JDO","15","0","0","15","0","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 AM","Prequalified PreK Program - Privately Operated","2025 Jul 28 12:00:00 AM","2028 Jun 30 12:00:00 AM"
