"Provider ID","Provider Case","Provider Name","License ID","Current License Start Date","Current License End Date","License Type","Provider Program Type","Address 1","Address 2","Provider Town","Zip Code","Phone Number","Email Address","County","AHS District","Total Licensed Capacity","Infant Licensed Capacity","Toddler Licensed Capacity","Preschool Licensed Capacity","School Age Licensed Capacity","Special Services Status","Provider Referral Status","Current STARS Level","Reported Food Program Participation","Accreditation","Accreditation Start Date","Accreditation End Date","Reported Infant Vacancies","Reported Toddler Vacancies","Reported Preschool Vacancies","Reported School Age Vacancies","Special Schedule","Usual Program Start","Usual Program End","Prequalified Prekindgarten Program","Prequalified Prekindgarten Start Date","Prequalified Prekindgarten End Date"
"175453","114113","Rumney Memorial School Pre-Kindergarten","50576","09/26/2024","02/21/2026","Licensed Provider","CBCCPP","433 Shady Rill Road",,"Middlesex","05602","8022235429","kmay@u32.org","Washington","MDO","20","0","0","20","0","Yes","Active","4 Star","No",,,,"0","0","4","0",,"8:45:00 AM","3:45:00 PM","Prequalified PreK Program - Public School","2024 Jun 05 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"177861","115877","Sharon Preschool and Child Care","51176","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","75 VT Route 132",,"Sharon","05065","8024313555","lschell@wrvsu.org","Windsor","HDO","30","0","0","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","5:30:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"188166","122560","South Royalton Preschool","55894","09/20/2025","09/16/2028","Licensed Provider","CBCCPP","223 S Windsor Street",,"Royalton","05068","8027637740","rgaudette@wrvsu.org","Windsor","HDO","34","0","0","34","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Aug 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3076","2184","Waitsfield Elementary Preschool","1297","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","3951 Main Street",,"Waitsfield","05673","8024963643","kkorb@huusd.org","Washington","MDO","20","0","0","20","0","No","Active","4 Star","No",,,,"0","0","6","0",,"7:30:00 AM","12:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 05 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3454","2465","Warren Pre K Class","1509","10/19/2025","02/02/2026","Licensed Provider","CBCCPP","293 School Road",,"Warren","05674","8024962487","efoxx@huusd.org","Washington","MDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","11","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 24 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"189648","123854","Washington Village School Pre-K","55919","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","72  School Lane",,"Washington","05675","8028832312","dpalmer@cvsu.org","Orange","MDO","16","0","0","16","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3540","2526","Williamstown Elementary School Pre-K","1552","08/30/2024","02/08/2026","Licensed Provider","CBCCPP","100 Brush Hill Road",,"Williamstown","05679","8024336653","dpalmer@cvsu.org","Orange","MDO","45","0","0","45","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Aug 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"188879","123177","Dothan Brook School","54975","10/11/2024","01/23/2027","Licensed Provider","CBCCPP","2300 Christian Street",,"Hartford","05001","8022958647","petersp@hartfordschools.net","Windsor","HDO","40","0","0","40","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Jul 15 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"463498","421847","Jamaica PreK Program","90680","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","347 Depot Street",,"Jamaica","05343","8028744822","kgatto-gurney@windhamcentral.org","Windham","LDO","15","0","0","15","0","No",,"4 Star","No",,,,,,,,,,,"Prequalified PreK Program - Public School","2025 Sep 29 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"302277","235281","Marion Cross School Pre-K","79214","07/28/2024","07/24/2027","Licensed Provider","CBCCPP","22 Church Street",,"Norwich","05055","8026491703","shawngonyaw@hanovernorwichschools.org","Windsor","HDO","36","0","0","36","0","No","Active","5 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"2983","2117","Ottauquechee School - Prekindergarten","1227","12/28/2025","12/23/2028","Licensed Provider","CBCCPP","304 Dody Lane","Ottauquechee School","Hartford","05059","8022958654","grayc@hartfordschools.net, donaheya@hartfordschools.net","Windsor","HDO","40","0","0","40","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Aug 22 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"173050","112554","Putney Central School  Pre K","49494","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","182 Westminster Road",,"Putney","05346","8023875521","vkosednar@wsesdvt.org","Windham","LDO","15","0","0","14","1","No","Inactive","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"74705","35921","Rivendell Early Childhood Program/Samuel Morey School","22369","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","214 School Street",,"Fairlee","05045","8023339755","abean@rivendellschool.org","Orange","HDO","30","0","0","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","5:30:00 PM","Prequalified PreK Program - Public School","2024 Mar 29 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3680","2625","Rivendell Interstate School District Early Childhood Program","1616","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","744 Route 113","Westshire  Elementary School","West Fairlee","05083","8023334668","hnichols@rivendellschool.org","Orange","HDO","30","0","0","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Public School","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"468651","427459","Springfield School District PreK","91602","08/24/2025","08/19/2028","Licensed Provider","CBCCPP","10 Hoover Street",,"Springfield","05156","8023765722","rhunter@ssdvt.org","Windsor","SDO","40","0","0","40","0","No","Active","5 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2025 Oct 23 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"162406","105967","Townshend School District Pre-K Program","46994","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","66 Common Road",,"Townshend","05353","8023657506","rlichtenwalner@windhamcentral.org","Windham","LDO","34","0","0","17","17","No","Active","1 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"447889","406869","WNESU Early Education Center","86936","08/25/2024","06/12/2027","Licensed Provider","CBCCPP","50 School Street Extension",,"Rockingham","05101","8023767386","jennifer.keenan@wnesu.com","Windham","SDO","26","0","0","26","0","No","Active","4 Star","Yes",,,,"0","0","1","0",,,,"Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"143238","92113","WNESU Early Education Center- Westminster Site","43119","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","301 School Street","Westminster Center School","Westminster","05158","8024607824","jennifer.keenan@wnesu.com","Windham","LDO","13","0","0","13","0","No","Active","4 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"453970","412017","Waits River Valley School","88185","06/29/2025","06/24/2028","Licensed Provider","CBCCPP","6 Waits River Valley School Rd",,"Corinth","05040","8024395534","Carlotta.simonds-perantoni@oesu.org","Orange","HDO","22","0","0","22","0","No","Active","5 Star","Yes",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2960","2101","White River School","1207","12/27/2025","12/23/2028","Licensed Provider","CBCCPP","102 Pine Street",,"Hartford","05001","8022958650","grayc@hartfordschools.net, kussiusd@hartfordschools.net","Windsor","HDO","40","0","0","40","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:15:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Aug 02 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"220589","149474","Windsor Southeast SU Early Childhood Program (WSSU-ECP)","61575","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","127 State Street","State Street School","Windsor","05089","8026748331","jennifer.sprague@wsesu.net","Windsor","SDO","30","0","0","30","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:30:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 05 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3593","2565","Blue Mountain Union School EEI/Preschool","1573","07/30/2023","07/25/2026","Licensed Provider","CBCCPP","2420 Route 302","Blue Mountain Union School","Newbury","05081","8027572711","amy.emerson@oesu.org","Orange","JDO","30","0","0","30","0","No","Inactive","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"250739","177171","Bradford Elementary School Preschool","71934","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","143 Fairground Rd",,"Bradford","05033","8022224077","april.zajko@oesu.org","Orange","HDO","20","0","0","20","0","No","Active","4 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","11:30:00 AM","Prequalified PreK Program - Public School","2023 Jun 16 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"3514","2506","Brighton Elementary School Preschool","1541","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","825 Railroad Street",,"Brighton","05846","8027234373","amity.burnham@ncsuvt.org","Essex","NDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0",,"12:00:00 PM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"177906","115926","Burke Town School Preschool","51221","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","3293 Burke Hollow Road",,"Burke","05871","8024673385","svalentine@kingdomeast.org","Caledonia","JDO","15","0","0","15","0","No",,"5 Star","No",,,,"0","0","1","0",,"7:45:00 AM","3:15:00 PM","Prequalified PreK Program - Public School","2023 Feb 22 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"3895","2789","CCSU  Barnet Preschool","1679","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","163 Kid Row",,"Barnet","05828","8026334978","bethany.hale@ccsuvt.net","Caledonia","JDO","38","0","0","38","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"7:15:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 May 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3743","2668","CCSU Cabot Preschool","1637","11/30/2025","11/25/2028","Licensed Provider","CBCCPP","51 Gym Road",,"Cabot","05647","8025632289","bethany.hale@ccsuvt.net","Washington","MDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:15:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2023 Jun 30 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"3531","2520","CCSU Danville Preschool","1549","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","148 Peacham Road","Danville School","Danville","05828","8026843651","bethany.hale@ccsuvt.net","Caledonia","JDO","38","0","0","38","0","No","Inactive","5 Star","No",,,,"0","0","0","0","School Year Only","7:00:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 05 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3524","2514","CCSU Peacham Preschool","1545","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","340 Bailey Hazen Road","Peacham School","Peacham","05828","8025923513","bethany.hale@ccsuvt.net","Caledonia","JDO","15","0","0","15","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Apr 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"182556","118941","CCSU Walden Preschool","51996","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","135 Cahoon Farm Road",,"Walden","05873","8025633000","bethany.hale@ccsuvt.net","Caledonia","JDO","19","0","0","19","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:15:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3471","2476","CCSU Waterford Preschool","1517","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","276 Duck Pond Road",,"Waterford","05819","8027489393","bethany.hale@ccsuvt.net","Caledonia","JDO","15","0","0","15","0","No","Inactive","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","12:00:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3407","2434","Canaan School Preschool","1484","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","99 School Street",,"Canaan","05903","8022668910","jenseng@canaanschools.org","Essex","NDO","20","0","0","20","0","No","Active","4 Star","No",,,,"0","0","7","0",,"7:30:00 AM","12:00:00 PM","Prequalified PreK Program - Public School","2024 Nov 04 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4748","3466","Charleston Preschool Program","1886","01/25/2026","01/20/2029","Licensed Provider","CBCCPP","255 Center School Road",,"Charleston","05872","8028952915","elisabeth.thompson@ncsuvt.org","Orleans","NDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0",,"12:30:00 PM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3465","2472","Concord School Preschool","1516","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","173 School Street",,"Concord","05824","8026952550","mbourgeois@kingdomeast.org","Essex","JDO","12","0","0","12","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"162948","106359","Derby Early Childhood Center","47354","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","907 Elm Street","Derby Elementary School","Derby","05830","8028733162","elizabeth.totten@ncsuvt.org","Orleans","NDO","59","0","0","59","0","No","Active","4 Star","No",,,,"0","0","0","0",,"8:00:00 AM","4:00:00 PM","Prequalified PreK Program - Public School","2024 Jan 17 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3694","2634","Lyndon Town School Preschool","1618","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","2591 Lily Pond Road",,"Lyndon","05851","8026263209","mmaloney@kingdomeast.org","Caledonia","JDO","15","0","0","15","0","No","Inactive","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3855","2760","St Johnsbury School Pre-School Program","1664","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","257 Western Avenue",,"St Johnsbury","05819","8027452765","nbrochu@stjsd.org","Caledonia","JDO","45","0","0","45","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","10:45:00 AM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"229709","156829","Coventry Village School Preschool","66515","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","348 Route 5",,"Coventry","05825","8027546464","jessica.monfette@ncsuvt.org","Orleans","NDO","16","0","0","16","0","No","Active","4 Star","Yes",,,,"0","0","0","0",,"8:00:00 AM","11:00:00 AM","Prequalified PreK Program - Public School","2024 May 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"244628","171895","Craftsbury Town School Preschool","67136","08/28/2025","06/27/2026","Licensed Provider","CBCCPP","84 North Craftsbury Road",,"Craftsbury","05826","8025869671","fbennett@ossu.org","Orleans","VDO","12","0","0","12","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2025 Apr 03 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"286530","213883","Eden Central Preschool Program","76254","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","140 Knowles Flat Road",,"Eden","05652","8025215530","mbiasotti@lnsd.org","Lamoille","VDO","16","0","0","16","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","2:15:00 PM","Prequalified PreK Program - Public School","2024 Apr 08 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3448","2462","Lowell Graded School","1505","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","52 Gelo Park Road",,"Lowell","05847","8027446641","Samantha.Vallieres@ncsuvt.org","Orleans","NDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0",,"10:15:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 May 20 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3702","2639","Miller's Run School Preschool","1622","09/24/2023","09/19/2026","Licensed Provider","CBCCPP","3249 VT Rte 122",,"Sheffield","05866","8026269755","tdegeorge@kingdomeast.org","Caledonia","JDO","16","0","0","16","0","No","Active","4 Star","No",,,,"0","0","1","0","School Year Only","7:00:00 AM","10:30:00 AM","Prequalified PreK Program - Public School","2024 Jun 24 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"464097","422522","Mountain View School District PreK at the Lakeview Campus","90656","08/28/2025","08/21/2027","Licensed Provider","CBCCPP","189 Lauredon Ave.",,"Greensboro","05841","8024722903","bparker@ossu.org","Orleans","VDO","45","0","0","45","0","No",,"1 Star","No",,,,,,,,,,,"Prequalified PreK Program - Public School","2025 Mar 14 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"232530","159862","Newport City Elementary Pre-Kindergarten Program","66600","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","166 Sias Avenue",,"Newport","05855","8023342455","thyra.monaghan@ncsuvt.org","Orleans","NDO","30","0","0","30","0","No","Active","4 Star","No",,,,"0","0","0","0",,"8:30:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2025 Apr 18 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"261984","188822","Newport Town School Early Education Program","72355","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","4212 Rte. 105",,"Newport","05857","8023345201","melanie.barton@ncsuvt.org","Orleans","NDO","15","0","0","15","0","No","Active","4 Star","Yes",,,,"0","0","0","0",,"8:00:00 AM","12:00:00 PM","Prequalified PreK Program - Public School","2023 Aug 15 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"106767","62740","Orleans Central Early Childhood Program","31523","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","130 Kinsey Road",,"Barton","05822","8025256253","jlavine@ocsu.org","Orleans","NDO","70","0","0","70","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","4:00:00 PM","Prequalified PreK Program - Public School","2024 Feb 12 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"228806","155867","Preschool at the Jay/Westfield JES","66496","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","257 Revoir Flats",,"Jay","05859","8029884042","alanna.whittier@ncsuvt.org","Orleans","NDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0",,"9:00:00 AM","4:00:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"267280","193792","Troy School Early Education Program","72595","06/15/2025","06/10/2028","Licensed Provider","CBCCPP","178 Main Street",,"Troy","058590110","8029882565","susan.cloutier@ncsuvt.org","Orleans","NDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","1:00:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"464655","423156","Alburgh Family Clubhouse","91638","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","64 Missile Base Road",,"Alburg","05440","8023090666","afc@alburghfamilyclubhouse.com","Grand Isle","ADO","62","16","10","18","18","Yes","Active","1 Star","Yes",,,,"13","8","16","18","In-Service Days","7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Public School","2026 Jan 07 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"176233","114689","Alburgh School District Preschool Program","50934","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","45 Champlain Street",,"Alburg","05440","8027963573","tdeller@gisu.org","Grand Isle","ADO","20","0","0","20","0","No","Inactive","5 Star","No",,,,"0","0",,"0",,"7:30:00 AM","11:30:00 AM","Prequalified PreK Program - Public School","2024 Feb 06 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"143772","92537","Bakersfield Elementary Early Childhood Program","42837","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","82 Academy Lane",,"Bakersfield","05441","8028276611","Tracy.viens@fnesu.org","Franklin","ADO","20","0","0","20","0","No","Active","4 Star","No",,,,,,,,"School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"143770","92535","Berkshire Elementary School Early Childhood Program","42860","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","4850 Water Tower Road",,"Richford","05476","8029332290","karen.carpenter@fnesu.org","Franklin","ADO","20","0","0","20","0","No","Inactive","4 Star","No",,,,,,"0",,"School Year Only","8:30:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"45117","20083","Cambridge Elementary Early Childhood Program","15526","01/25/2026","01/20/2029","Licensed Provider","CBCCPP","186 School Street",,"Cambridge","05464","8025215613","tsibenaller@lnsd.org","Lamoille","VDO","30","0","0","30","0","No","Active","4 Star","No",,,,"0","0","0","0",,"7:45:00 AM","12:45:00 PM","Prequalified PreK Program - Public School","2024 Feb 21 12:00:00 AM","2028 Jun 30 12:00:00 AM"
